id_student,code_module,code_presentation,late_rate,avg_days_late,irregularity,last_min_ratio,avg_gap,max_gap,total_clicks,active_days,num_assessments,cluster,risk,risk_enc
601289,DDD,2013J,0.4,3.4,1.1354350426256101,0.3501577287066246,2.589041095890411,26,951,74,5,0,Medium,2
524938,FFF,2013J,0.8333333333333334,2.25,1.8358318786927914,1.6173469387755102,2.1487603305785123,16,3136,122,12,1,High,0
983970,DDD,2013J,0.0,-14.714285714285714,1.478705643999587,0.1720136518771331,2.336206896551724,13,1465,117,7,2,Low,1
155158,FFF,2014B,0.0,-77.58333333333333,2.638510286443746,0.29379715004191115,2.911392405063291,13,2386,80,12,2,Low,1
144908,DDD,2014B,0.0,-3.0,0.8694760376459739,0.21637426900584794,2.3793103448275863,11,342,30,1,2,Low,1
609912,GGG,2013J,0.1111111111111111,-8.0,2.034897763486645,2.1094890510948905,4.760869565217392,32,1096,47,9,1,High,0
560743,DDD,2013B,0.5,0.25,0.8947026505822456,0.6005244755244755,1.8588235294117648,8,1144,86,8,0,Medium,2
675337,FFF,2014J,1.0,1.0,1.1169611471669034,0.6549019607843137,8.333333333333334,23,255,7,1,0,Medium,2
677486,FFF,2014J,0.0,-0.75,0.9128356034246696,0.1994970662196144,4.895833333333333,35,1193,49,4,2,Low,1
559651,BBB,2013B,0.45454545454545453,1.5454545454545454,0.5006889005885804,0.3053097345132743,10.736842105263158,28,226,20,11,0,Medium,2
699007,BBB,2014J,0.0,-4.8,1.4799279540610626,0.18393782383419688,2.0381679389312977,8,3088,132,5,2,Low,1
656873,BBB,2014J,0.0,-0.8,1.1955352466662634,0.16130884041331803,3.8656716417910446,19,1742,68,5,2,Low,1
341855,DDD,2013J,0.38461538461538464,2.6666666666666665,0.8105060900351322,0.5386819484240688,5.861111111111111,29,698,37,13,0,Medium,2
610804,BBB,2013J,0.75,2.5,0.6797078368565608,0.6234567901234568,12.2,31,162,6,4,0,Medium,2
349258,BBB,2014B,0.0,-1.0,0.5163347388080721,0.0,8.0,15,32,3,1,2,Low,1
245404,BBB,2013B,0.6666666666666666,4.0,0.9205740321077692,0.4692622950819672,8.653846153846153,71,488,27,3,0,Medium,2
629906,EEE,2014B,0.75,8.5,1.0264035621130654,0.2635017421602787,2.78021978021978,32,2296,92,4,0,Medium,2
529762,FFF,2013B,0.16666666666666666,-62.333333333333336,1.2664968673630914,0.4416223666075999,1.7720588235294117,14,5079,137,12,2,Low,1
338806,FFF,2013J,0.11764705882352941,-17.41176470588235,1.1429921095124143,0.9912536443148688,8.407407407407407,36,343,28,17,2,Low,1
682107,BBB,2014J,0.6,12.6,1.067684545415598,0.3148148148148148,7.607142857142857,62,1188,29,5,0,Medium,2
605597,BBB,2014B,0.875,7.375,0.542718217654275,0.8153846153846154,21.555555555555557,64,130,10,8,0,Medium,2
502531,FFF,2013J,0.0,-1.0,1.029207753688344,0.8655737704918033,5.743589743589744,106,610,40,3,2,Low,1
591179,GGG,2013J,0.14285714285714285,-40.142857142857146,1.0156079840150904,0.6780432309442548,4.3061224489795915,50,879,50,7,2,Low,1
418781,DDD,2014B,0.16666666666666666,-0.3333333333333333,1.3378181557396904,0.37621023513139695,3.3157894736842106,29,723,77,6,2,Low,1
649171,EEE,2014J,0.0,-0.75,1.213832696973427,0.20141921397379914,2.8686868686868685,16,1832,100,4,2,Low,1
2065691,AAA,2013J,0.3333333333333333,-7.0,0.9159050212828077,0.1811188811188811,3.757575757575758,39,1430,34,3,2,Low,1
498967,BBB,2013B,0.4444444444444444,1.8888888888888888,1.320831077878711,1.031372549019608,10.5,63,255,23,9,0,Medium,2
651058,CCC,2014J,1.0,3.0,1.6952685834164891,0.8508771929824561,9.833333333333334,28,114,7,1,0,Medium,2
633380,BBB,2014B,0.0,0.0,1.7457603097278886,0.10869565217391304,5.0,17,92,10,1,2,Low,1
679569,CCC,2014J,0.38461538461538464,0.25,1.0285470059834496,0.9451114922813036,8.064516129032258,32,583,32,13,0,Medium,2
686287,EEE,2014J,0.3333333333333333,4.0,1.1671487032487855,0.17140600315955767,5.188679245283019,41,1266,54,3,2,Low,1
522743,FFF,2013B,0.0,-70.66666666666667,1.0967584111136637,0.2613599742184982,1.6907894736842106,15,3103,153,12,2,Low,1
234406,DDD,2013J,0.5714285714285714,1.8571428571428572,0.8951952370167098,0.3375984251968504,3.2972972972972974,21,1016,75,7,0,Medium,2
135400,AAA,2014J,0.5714285714285714,4.428571428571429,1.0222957454095727,0.2755417956656347,11.619047619047619,42,323,22,7,0,Medium,2
635255,DDD,2014J,0.14285714285714285,-1.3333333333333333,1.2943170547601162,0.0784313725490196,1.8275862068965518,24,1683,146,7,2,Low,1
600470,BBB,2013J,0.5,2.5,1.3849887437044066,0.376865671641791,6.235294117647059,26,268,35,4,0,Medium,2
602865,BBB,2014J,0.0,-1.4,1.034027763456925,0.12298682284040996,2.5742574257425743,14,2049,102,5,2,Low,1
493958,BBB,2013B,0.5454545454545454,2.1818181818181817,0.9231786675713712,1.5714285714285714,16.0,37,147,14,11,0,Medium,2
512977,BBB,2013J,0.45454545454545453,0.9090909090909091,0.9493337494797256,1.0317460317460319,12.9,37,189,21,11,0,Medium,2
568370,BBB,2014B,0.38461538461538464,-27.923076923076923,1.014044532811952,0.2925170068027211,6.235294117647059,37,588,35,13,0,Medium,2
641609,DDD,2014J,0.0,-3.6666666666666665,0.9243537775377484,0.486646884272997,6.375,25,337,41,6,2,Low,1
680862,BBB,2014J,0.2,1.8,0.714889997365562,0.46875,25.666666666666668,111,64,10,5,0,Medium,2
688525,DDD,2014J,0.0,-3.5,0.9760741628280017,0.23302938196555217,3.506849315068493,21,987,74,7,2,Low,1
640927,FFF,2014J,0.0,-88.33333333333333,1.1211935332423704,0.2775082971661986,1.7746478873239437,10,3917,143,12,2,Low,1
404269,BBB,2013J,0.8181818181818182,5.0,0.9310645934289241,0.6993377483443709,4.238095238095238,24,755,64,11,0,Medium,2
606570,GGG,2013J,0.125,-37.625,1.1673556100670188,0.12553495007132667,6.769230769230769,38,701,27,8,2,Low,1
195552,FFF,2014J,0.08333333333333333,-70.75,1.6346409249281817,0.125416421712718,2.1603053435114505,32,5103,132,12,2,Low,1
1930644,EEE,2013J,0.5,1.75,1.1854219794474166,0.7184643510054844,5.9523809523809526,26,547,43,8,0,Medium,2
491474,GGG,2014B,0.3333333333333333,-47.0,1.3297241090701104,0.027237354085603113,4.073170731707317,21,257,42,3,2,Low,1
195234,EEE,2013J,0.0,0.0,1.2252295147581218,0.28555555555555556,6.794117647058823,108,900,35,2,2,Low,1
630912,CCC,2014B,0.21052631578947367,-38.94736842105263,1.7899575879507932,0.7257799671592775,3.5441176470588234,22,609,69,19,2,Low,1
588411,GGG,2013J,0.1111111111111111,-52.666666666666664,1.4425692181527061,0.2655038759689923,5.26,27,516,51,9,2,Low,1
2273256,BBB,2013J,0.3333333333333333,-1.3333333333333333,0.6437328512315148,0.2638105975197294,1.4833333333333334,5,887,61,3,2,Low,1
637476,GGG,2014J,0.5555555555555556,-9.11111111111111,1.3723985799679468,1.656614785992218,4.788461538461538,39,1028,53,9,1,High,0
598923,GGG,2013J,0.5,9.0,0.3333333333333333,0.3333333333333333,21.0,36,9,3,2,0,Medium,2
539963,FFF,2013B,0.4166666666666667,-31.25,2.1304970709506112,1.3915254237288135,1.7569444444444444,15,4720,145,12,1,High,0
536629,BBB,2014B,0.5454545454545454,1.6363636363636365,0.8251021660165014,1.2460063897763578,9.476190476190476,39,313,22,11,0,Medium,2
626537,FFF,2014B,0.2,18.2,1.756681699867667,1.9811629811629812,5.975609756097561,162,1221,42,10,1,High,0
652281,GGG,2014J,0.25,-14.625,0.9911516558577301,0.414535666218035,4.934782608695652,24,743,47,8,2,Low,1
494389,DDD,2013J,0.0,-9.0,2.1502948292695123,0.0,6.25,20,256,9,1,2,Low,1
360188,BBB,2013B,0.45454545454545453,0.8181818181818182,0.7884485438408942,0.38838348495451364,2.289719626168224,8,1429,108,11,0,Medium,2
648037,FFF,2014J,0.0,-72.5,1.8531637125325113,0.297828688664729,1.5856353591160222,8,5849,182,12,2,Low,1
531294,FFF,2013B,0.0,-62.916666666666664,1.3101027421852465,0.4166909833673767,1.59375,13,3427,161,12,2,Low,1
586921,CCC,2014B,0.875,3.625,1.324246670850529,0.5535714285714286,2.0454545454545454,5,336,23,8,0,Medium,2
694705,CCC,2014J,0.5,1.5,0.8646221833816449,0.8007380073800738,3.466666666666667,15,271,16,2,0,Medium,2
237934,EEE,2014B,0.6666666666666666,1.0,1.238267722097891,1.0,8.142857142857142,24,57,8,3,0,Medium,2
1624707,BBB,2013J,0.5454545454545454,1.6363636363636365,1.046708453425286,0.24111866969009826,2.739130434782609,16,1323,93,11,0,Medium,2
548388,GGG,2013J,0.1111111111111111,-40.666666666666664,1.0277079495841548,0.13602941176470587,8.482758620689655,53,272,30,9,2,Low,1
2643007,BBB,2014B,0.45454545454545453,0.9090909090909091,1.084646910493713,0.8027613412228797,3.232876712328767,14,1014,74,11,0,Medium,2
515426,CCC,2014J,0.8333333333333334,3.0,1.5527334416547425,0.3238380809595202,2.3258426966292136,13,2001,90,6,0,Medium,2
573558,EEE,2014B,0.3076923076923077,0.25,1.1700853225337227,0.6504149377593361,3.0,11,1928,82,13,2,Low,1
633679,CCC,2014B,1.0,2.0,1.9170600400459368,0.5655391120507399,3.2285714285714286,14,946,36,2,0,Medium,2
545255,CCC,2014J,0.46153846153846156,-0.6153846153846154,1.9462016426367417,1.0725907384230289,7.6521739130434785,30,799,24,13,1,High,0
605901,BBB,2014J,0.25,-13.0,1.559222758692069,0.12162162162162163,8.117647058823529,33,296,18,12,2,Low,1
600938,CCC,2014B,0.2,-0.2,1.330554311901059,0.7317073170731707,2.0869565217391304,6,328,24,5,2,Low,1
503368,DDD,2013B,0.5,0.6666666666666666,0.7536978781271602,0.741304347826087,2.973333333333333,11,920,76,12,0,Medium,2
577414,DDD,2013J,0.26666666666666666,-12.714285714285714,1.3160944966583823,0.25119236883942764,4.387096774193548,28,629,63,15,2,Low,1
595023,FFF,2013J,0.2,-40.4,1.1250745507818691,0.27883880825057294,3.4393939393939394,33,1309,67,5,2,Low,1
198956,BBB,2013B,0.6,1.6,0.7603223276644775,0.28877988963825874,2.0265486725663715,15,3262,114,10,0,Medium,2
609044,CCC,2014J,0.0,0.0,1.2010001240628239,0.7906976744186046,21.0,24,43,3,3,2,Low,1
1664280,BBB,2014J,0.0,-2.2,1.1422728771502855,0.35344827586206895,5.568181818181818,25,1276,45,5,2,Low,1
260949,CCC,2014B,0.8,2.0,1.5508353598302063,0.09725158562367865,3.6338028169014085,10,473,72,5,0,Medium,2
632597,FFF,2014J,0.47619047619047616,0.7,2.129211949345498,5.202010050251256,17.928571428571427,43,995,15,21,1,High,0
684473,EEE,2014J,0.5,9.5,1.021765076720487,0.13249776186213072,2.823529411764706,36,1117,69,2,0,Medium,2
67602,DDD,2013B,0.6428571428571429,1.5714285714285714,1.0258076631623707,0.7252195734002509,3.295774647887324,16,797,72,14,0,Medium,2
523021,BBB,2014B,0.5,-2.5,0.9073491007080843,0.23237597911227154,3.911764705882353,12,383,35,4,0,Medium,2
544467,DDD,2013B,0.6,0.06666666666666667,1.0837188175090193,0.39661256175017645,2.7613636363636362,18,1417,89,15,0,Medium,2
685267,BBB,2014J,0.0,-2.0,1.2594558570849055,0.23312101910828026,4.140350877192983,25,785,58,5,2,Low,1
597797,FFF,2013J,0.0,-7.833333333333333,1.5193218162352733,2.3122793252255787,2.788235294117647,20,2549,86,12,1,High,0
586346,BBB,2013J,0.45454545454545453,0.45454545454545453,1.2795177202988437,0.6978206202849958,1.7267080745341614,11,2386,162,11,0,Medium,2
550358,DDD,2014J,0.14285714285714285,0.16666666666666666,0.8291325140382744,0.49454545454545457,10.73913043478261,41,275,24,7,2,Low,1
602991,BBB,2014B,0.4444444444444444,-0.4444444444444444,0.86848275211916,0.31070225447007,1.506578947368421,5,3859,153,9,0,Medium,2
639724,BBB,2014J,0.0,-5.4,1.1614883571517067,0.23606811145510836,3.0833333333333335,22,1292,85,5,2,Low,1
600067,CCC,2014J,0.25,-9.066666666666666,1.6020659723390365,0.3237704918032787,2.43859649122807,14,1708,115,16,2,Low,1
623475,GGG,2014J,0.0,-38.77777777777778,0.9696905593342358,0.8594594594594595,9.0,31,370,26,9,2,Low,1
561930,FFF,2013J,0.0,-22.583333333333332,2.1613879656085415,0.7588652482269503,7.117647058823529,41,1128,35,12,2,Low,1
2473780,BBB,2013J,0.5454545454545454,0.36363636363636365,0.7559602697202821,0.3490269930947897,2.452830188679245,12,1593,107,11,0,Medium,2
584414,EEE,2013J,0.5,7.0,0.9633776673015197,0.3217079530638853,3.2739726027397262,29,3068,74,4,0,Medium,2
688662,EEE,2014J,0.0,-3.0,1.011566043350274,0.15185982170304335,1.9189189189189189,20,3253,149,4,2,Low,1
501158,DDD,2013B,0.5384615384615384,1.0769230769230769,0.9896965504015667,0.5691411935953421,2.4653465346534653,10,1374,102,13,0,Medium,2
689141,BBB,2014J,0.2,2.8,1.1787289516900128,0.04964539007092199,9.45,40,423,21,5,2,Low,1
608978,CCC,2014J,0.4444444444444444,-0.25,1.2405719867521754,0.22765643842958597,1.1254901960784314,8,7463,256,9,0,Medium,2
334048,DDD,2014J,0.0,0.0,0.8969418021856617,0.36683417085427134,2.7578947368421054,19,995,96,7,2,Low,1
108118,BBB,2013J,0.5,0.875,0.7489244312054446,0.3207070707070707,10.727272727272727,52,396,23,8,0,Medium,2
542550,FFF,2014J,0.09090909090909091,-48.90909090909091,2.017388546517266,0.5033333333333333,1.7142857142857142,8,600,29,11,2,Low,1
2539858,BBB,2013J,0.45454545454545453,1.1818181818181819,0.9726066274362327,0.33878887070376434,1.9357142857142857,11,2444,141,11,0,Medium,2
581179,CCC,2014J,0.5833333333333334,2.8181818181818183,1.4871532392535798,0.8163265306122449,3.086021505376344,24,931,94,12,0,Medium,2
683548,BBB,2014J,0.0,-1.75,1.6499403502051446,0.16779661016949152,4.351351351351352,24,590,38,4,2,Low,1
1095916,DDD,2013B,0.55,-0.7894736842105263,1.1040119047854202,0.6926536731634183,1.8308823529411764,21,1334,137,20,0,Medium,2
580484,FFF,2013J,0.0,-68.0,0.9864292105451151,0.24532710280373832,1.875,6,856,25,3,2,Low,1
633544,EEE,2014B,0.38461538461538464,1.3333333333333333,1.1495150264088472,0.7862068965517242,3.210526315789474,28,1305,77,13,0,Medium,2
689371,GGG,2014J,0.0,-50.75,1.1490664411680243,0.19784172661870503,4.214285714285714,21,834,57,8,2,Low,1
535807,BBB,2013B,0.5454545454545454,1.8181818181818181,1.3381017762916707,0.3775811209439528,6.0344827586206895,28,339,30,11,0,Medium,2
618887,GGG,2014B,0.0,-47.333333333333336,1.337419330641922,0.146795827123696,2.6363636363636362,18,1342,89,9,2,Low,1
575454,GGG,2013J,1.0,7.5,0.7752123191328317,0.0,17.22222222222222,64,76,10,2,0,Medium,2
596860,CCC,2014J,0.0,-69.58333333333333,0.6252447011180942,0.0,9.0,28,106,5,12,2,Low,1
580469,GGG,2013J,0.0,-97.66666666666667,1.024664579929401,0.0,8.736842105263158,26,326,20,3,2,Low,1
422626,FFF,2014B,0.0,-12.727272727272727,1.1902096677856222,1.1034844118417606,3.2162162162162162,28,3817,75,11,2,Low,1
588910,BBB,2013J,0.5454545454545454,2.1818181818181817,1.4106534772253825,0.4785005512679162,1.4210526315789473,12,907,191,11,0,Medium,2
521644,GGG,2014B,0.4444444444444444,0.6666666666666666,2.1214572890935206,3.5679611650485437,10.090909090909092,60,618,23,9,1,High,0
543818,FFF,2013B,0.0,-0.5,0.7994666903423365,0.3016393442622951,2.6486486486486487,10,610,38,2,2,Low,1
232078,DDD,2013J,0.5,5.75,0.9091801234655904,0.3860045146726862,4.818181818181818,10,443,23,4,0,Medium,2
626146,DDD,2014B,0.0,-1.1666666666666667,1.2103104974450356,0.42063492063492064,2.769230769230769,22,1260,92,6,2,Low,1
617880,DDD,2014B,0.0,-2.4285714285714284,0.9891225172445517,0.44455852156057496,5.145833333333333,29,974,49,7,2,Low,1
572143,DDD,2013J,0.0,-2.0,1.3402816178056052,0.2966101694915254,4.277777777777778,29,118,19,1,2,Low,1
677867,FFF,2014J,1.0,68.0,1.1202106854023175,0.18181818181818182,2.8125,19,2959,65,2,0,Medium,2
625879,BBB,2014B,0.6666666666666666,3.0,1.2942210012204254,0.104,17.25,47,125,9,3,0,Medium,2
611255,EEE,2013J,0.3076923076923077,-0.9166666666666666,0.7826089954153652,0.45453269716531014,1.201793721973094,9,7126,224,13,2,Low,1
641452,GGG,2014J,0.75,0.875,1.422912254294179,3.4895104895104896,29.0,65,143,7,8,1,High,0
589950,BBB,2013J,0.9090909090909091,5.090909090909091,1.0555022131371707,1.1348314606741574,9.033333333333333,36,267,31,11,0,Medium,2
479171,BBB,2013B,0.5,1.3,0.7498096565768406,0.32367447595561033,2.405940594059406,16,1622,102,10,0,Medium,2
476769,BBB,2014J,0.2,-2.4,1.5678340336287688,0.08717948717948718,5.081632653061225,20,780,50,5,2,Low,1
655136,DDD,2014J,0.14285714285714285,-1.5,0.9510338636938005,0.21456692913385828,4.884615384615385,28,508,53,7,2,Low,1
585958,FFF,2014J,0.0,-60.833333333333336,1.0394278598349898,0.424750499001996,2.3545454545454545,13,2505,111,12,2,Low,1
509258,BBB,2013J,0.5,1.75,0.7128511804395801,1.3243243243243243,13.166666666666666,35,259,7,4,0,Medium,2
467396,BBB,2014J,0.0,-8.0,1.0549257520769966,0.09570661896243292,3.025,14,1118,81,5,2,Low,1
570377,CCC,2014B,0.0,-2.5,,0.0,0.0,0,49,1,2,2,Low,1
2238148,FFF,2013J,0.0,-55.0,1.1226919101376978,1.0369628550619083,1.778523489932886,18,5492,150,12,2,Low,1
576782,CCC,2014B,0.875,2.25,1.4228617501860872,0.8,7.205882352941177,34,730,35,8,0,Medium,2
629878,DDD,2014J,0.0,-4.0,1.0404927513146656,0.28254437869822485,3.176470588235294,11,1352,86,7,2,Low,1
692454,FFF,2014J,0.0,-84.75,1.4912072173502335,0.26776110953863574,1.9710144927536233,17,3533,139,12,2,Low,1
479848,DDD,2013J,0.14285714285714285,-1.5714285714285714,1.0493052601343131,0.1103448275862069,1.7094594594594594,17,1595,149,7,2,Low,1
417657,BBB,2013J,0.75,15.25,1.1299176754428908,0.45493562231759654,7.333333333333333,38,233,22,4,0,Medium,2
538045,FFF,2013B,0.2727272727272727,-41.81818181818182,1.3303082056537034,1.0883064516129033,3.352112676056338,31,2480,72,11,2,Low,1
306150,EEE,2013J,0.0,-1.25,1.3674277467979081,0.12851851851851853,2.6021505376344085,15,2700,94,4,2,Low,1
333856,DDD,2013B,0.6153846153846154,0.7692307692307693,1.2840784950642103,0.6177339901477833,4.433962264150943,31,1015,54,13,0,Medium,2
650592,EEE,2014J,0.75,10.25,1.308929268921317,0.22541841004184102,3.2045454545454546,35,1912,89,4,0,Medium,2
604969,FFF,2014B,0.3333333333333333,-22.0,1.3122896289371677,0.06666666666666667,12.222222222222221,123,480,19,3,0,Medium,2
650370,FFF,2014J,0.42857142857142855,0.15,2.477341874295423,2.6441307578008915,2.4322033898305087,25,2692,119,21,1,High,0
553104,FFF,2013B,0.2727272727272727,-46.36363636363637,1.4250374713435559,0.648786717752235,2.6867469879518073,15,2349,84,11,2,Low,1
648366,FFF,2014J,0.0,-60.25,1.2714782321426745,0.589921990301497,1.6923076923076923,8,4743,170,12,2,Low,1
620337,DDD,2014B,0.0,-1.2857142857142858,7.616745147891185,0.09208707671043538,2.089430894308943,17,5788,124,7,1,High,0
649255,EEE,2014J,0.0,-1.0,1.2147398104731155,0.14326589004700593,1.7547169811320755,12,4893,160,4,2,Low,1
689052,FFF,2014J,0.0,-74.66666666666667,1.630505557092368,0.49287169042769857,6.8125,21,491,17,3,2,Low,1
550393,EEE,2013J,0.375,0.75,1.2515163050225262,0.8223289315726291,5.868421052631579,21,833,39,8,0,Medium,2
2613116,AAA,2013J,0.0,-1.4,1.0825637062902953,0.23624047417442845,4.186440677966102,19,1181,60,5,2,Low,1
580719,EEE,2013J,0.25,0.0,1.0046737487025188,0.30158730158730157,2.9195402298850577,32,2457,88,4,2,Low,1
512236,FFF,2014B,0.25,1.75,1.2765414492232903,0.668918918918919,6.92,44,296,26,4,2,Low,1
634596,DDD,2014B,0.0,-3.6666666666666665,0.8186034133663104,0.16429107276819205,2.5057471264367814,35,1333,88,6,2,Low,1
642405,BBB,2014J,0.2,1.2,1.324184534091675,0.1728492501973165,2.8160919540229883,12,1267,88,5,2,Low,1
681341,FFF,2014J,0.0,-39.45454545454545,1.9815800721052002,0.6832402234636872,4.213114754098361,45,1790,62,11,2,Low,1
686593,EEE,2014J,0.0,-0.5,1.2700046472979944,0.09347326992456544,2.121212121212121,29,3049,133,4,2,Low,1
489410,DDD,2013J,0.16666666666666666,-4.5,0.8492130709295739,0.1607669616519174,4.811320754716981,57,678,54,6,2,Low,1
138710,GGG,2013J,0.1111111111111111,-15.0,1.4552397201445437,0.7964721845318861,7.612903225806452,82,737,32,9,2,Low,1
563374,BBB,2013J,0.7142857142857143,2.2857142857142856,0.8932323871223622,0.5434782608695652,2.118279569892473,48,920,94,7,0,Medium,2
625218,CCC,2014J,0.0,-2.857142857142857,1.4724023736737184,0.0,3.5,5,32,5,7,2,Low,1
506233,BBB,2013B,0.45454545454545453,0.18181818181818182,0.8637944527213903,0.19158878504672897,6.133333333333334,32,214,31,11,0,Medium,2
616735,BBB,2013J,0.45454545454545453,1.1818181818181819,1.2718740487718792,0.32646048109965636,4.451612903225806,34,582,63,11,0,Medium,2
583824,FFF,2013J,0.0,-55.166666666666664,1.2995696078803953,0.6282420749279539,2.9555555555555557,28,4164,91,12,2,Low,1
597428,DDD,2013J,0.0,-2.857142857142857,0.9201296774937563,0.31063829787234043,2.842696629213483,14,2115,90,7,2,Low,1
549283,DDD,2013B,0.6666666666666666,1.1666666666666667,0.8847407411544519,0.6005398110661269,4.4,18,741,56,12,0,Medium,2
198167,GGG,2014J,0.0,-43.333333333333336,1.1042377356398636,0.060620995564317395,2.8,33,2029,96,9,2,Low,1
625303,FFF,2014B,0.09090909090909091,-28.363636363636363,1.1837455365197687,1.0056622353520432,1.856060606060606,14,4062,133,11,2,Low,1
601896,BBB,2013J,0.8181818181818182,3.0,0.9970303151044175,1.1558073654390935,8.310344827586206,43,353,30,11,0,Medium,2
269584,FFF,2014J,0.08333333333333333,-48.083333333333336,1.812832239717538,0.6772823779193206,3.101123595505618,23,1413,90,12,2,Low,1
590519,CCC,2014J,1.0,2.5,0.7032069396699666,0.5909090909090909,7.0,29,220,11,2,0,Medium,2
498371,BBB,2013B,0.0,-3.0,1.0435093449830135,0.5052631578947369,9.571428571428571,52,95,8,1,2,Low,1
43284,DDD,2013B,0.6666666666666666,1.6666666666666667,0.9272266940354216,0.39433293978748524,2.557894736842105,21,847,96,9,0,Medium,2
2542431,FFF,2013J,0.25,-40.833333333333336,1.4987022168810207,1.36309963099631,7.166666666666667,53,1355,37,12,1,High,0
656882,FFF,2014J,0.0,-58.75,1.5322086630102025,0.5950677710843374,1.6589595375722543,15,5312,174,12,2,Low,1
554245,DDD,2013B,0.7142857142857143,1.0714285714285714,1.2579071119249376,0.4563806777217015,2.0504201680672267,11,1387,120,14,0,Medium,2
654882,DDD,2014J,0.0,-0.75,1.4550526357229034,0.4249471458773784,2.0945945945945947,6,946,75,4,2,Low,1
620522,GGG,2014B,0.14285714285714285,-34.714285714285715,1.1570469247156803,0.0,9.5,49,293,19,7,2,Low,1
196132,EEE,2014J,0.0,-3.75,1.0942310452855133,0.20550760378133992,2.509259259259259,20,2433,109,4,2,Low,1
432144,BBB,2013J,0.45454545454545453,-0.5454545454545454,1.0582354562201073,0.37396883593033914,1.5284090909090908,7,1091,177,11,0,Medium,2
1930644,CCC,2014B,0.5,1.75,1.4596036003036685,0.9941060903732809,6.521739130434782,21,509,24,8,0,Medium,2
542054,DDD,2013B,0.625,0.8125,0.9067355707671026,0.5949544498948843,1.6778523489932886,13,2854,150,16,0,Medium,2
556030,DDD,2013B,0.75,1.75,0.8796674057190443,0.6831683168316832,4.894736842105263,20,303,20,4,0,Medium,2
39427,DDD,2013J,0.0,0.0,1.1366985382226047,0.5483870967741935,3.769230769230769,22,93,14,1,2,Low,1
505815,DDD,2014B,0.125,-1.125,1.3486863425349622,0.28164556962025317,5.644444444444445,28,632,46,8,2,Low,1
392890,CCC,2014J,0.2727272727272727,-2.0,1.1577958461339939,0.7843137254901961,3.9166666666666665,52,510,61,11,2,Low,1
572752,BBB,2013J,0.45454545454545453,-2.272727272727273,0.9233167173744212,0.7086614173228346,11.88888888888889,36,254,19,11,0,Medium,2
513315,BBB,2013B,0.45454545454545453,-0.45454545454545453,1.2810770229398443,0.35595311536088836,2.691358024691358,13,1621,82,11,0,Medium,2
645586,FFF,2014J,0.19047619047619047,-9.85,1.5532076406178146,0.9434818481848185,3.369047619047619,18,2424,85,21,2,Low,1
689069,BBB,2014J,0.0,-6.0,1.04476282116169,0.1111111111111111,7.5,48,315,17,3,2,Low,1
584386,EEE,2013J,0.6153846153846154,6.0,0.9283978307312784,0.5869175627240143,2.0,14,2232,130,13,0,Medium,2
559855,DDD,2013J,0.3333333333333333,0.0,0.9205554088714428,0.37777777777777777,2.2333333333333334,11,720,61,3,2,Low,1
674766,GGG,2014J,0.0,-32.5,1.0579244196300757,1.2140221402214022,7.966666666666667,50,271,31,8,2,Low,1
556171,DDD,2014B,0.0,0.0,0.8737325909609487,0.3310344827586207,3.8333333333333335,10,145,13,1,2,Low,1
1919240,FFF,2014B,0.0,-79.08333333333333,1.3169225169887928,0.18833118833118834,1.6713286713286712,32,4662,144,12,2,Low,1
389208,FFF,2013J,0.0,-14.181818181818182,2.00658259771805,0.9181934384320409,2.978723404255319,18,4694,95,11,2,Low,1
523672,BBB,2013B,0.45454545454545453,1.7272727272727273,0.8869113020710545,1.0049875311720697,6.5588235294117645,27,401,35,11,0,Medium,2
492371,DDD,2013B,0.36363636363636365,0.09090909090909091,1.1295455818621107,0.6371951219512195,2.264705882352941,8,984,103,11,0,Medium,2
602109,BBB,2014J,0.2,-3.4,0.8093172552484329,0.296875,18.5,89,128,15,5,0,Medium,2
616708,EEE,2014B,1.0,9.0,1.2432265433631813,0.12648221343873517,3.25,10,506,17,1,0,Medium,2
633746,EEE,2014B,0.46153846153846156,1.0,1.150307659187945,0.6185170956588552,1.7481481481481482,9,2603,136,13,0,Medium,2
532062,FFF,2013B,0.0,-81.16666666666667,1.0445048274400657,0.5916069600818833,3.5652173913043477,12,977,24,6,2,Low,1
579151,DDD,2013J,0.0,-4.666666666666667,1.0946070526252727,0.16403345724907062,1.8116883116883118,13,2152,155,6,2,Low,1
372837,GGG,2014B,0.16666666666666666,-40.166666666666664,0.9457808393855074,0.4484536082474227,20.272727272727273,99,194,12,6,0,Medium,2
604789,EEE,2014B,0.0,-2.0,1.391418323228532,0.19699646643109542,4.053571428571429,24,1132,57,4,2,Low,1
630834,GGG,2014B,0.0,-27.857142857142858,1.209053774458855,0.5536912751677853,4.653846153846154,22,894,53,14,2,Low,1
600796,DDD,2013J,0.3333333333333333,-1.4545454545454546,1.5841454340142316,0.26306306306306304,1.2535211267605635,4,3330,214,12,2,Low,1
604685,EEE,2013J,0.0,-1.5,1.127471668599338,0.1726704376302471,2.007518796992481,27,3359,134,4,2,Low,1
623069,BBB,2014B,0.0,-1.0,0.5617399378827359,0.1875,5.25,11,64,5,1,2,Low,1
543474,EEE,2013J,0.75,8.75,1.0255435402575763,0.17959183673469387,10.38888888888889,36,245,19,4,0,Medium,2
